-1.184200000000000017e+02,3.399000000000000199e+01,2.300000000000000000e+01,5.548000000000000000e+03,1.245000000000000000e+03,2.847000000000000000e+03,1.229000000000000000e+03,4.422799999999999621e+00
-1.224399999999999977e+02,3.775000000000000000e+01,5.200000000000000000e+01,1.573000000000000000e+03,3.340000000000000000e+02,7.250000000000000000e+02,3.380000000000000000e+02,5.050500000000000433e+00
-1.180400000000000063e+02,3.396999999999999886e+01,2.900000000000000000e+01,2.376000000000000000e+03,7.000000000000000000e+02,1.968000000000000000e+03,6.800000000000000000e+02,2.608200000000000074e+00
-1.178700000000000045e+02,3.388000000000000256e+01,2.800000000000000000e+01,2.612000000000000000e+03,6.020000000000000000e+02,1.682000000000000000e+03,5.630000000000000000e+02,3.641700000000000159e+00
-1.193400000000000034e+02,3.629999999999999716e+01,1.300000000000000000e+01,2.394000000000000000e+03,4.580000000000000000e+02,1.177000000000000000e+03,3.890000000000000000e+02,2.687500000000000000e+00
-1.225000000000000000e+02,3.775999999999999801e+01,4.600000000000000000e+01,2.226000000000000000e+03,4.800000000000000000e+02,1.272000000000000000e+03,4.680000000000000000e+02,4.264400000000000190e+00
-1.175900000000000034e+02,3.392999999999999972e+01,1.700000000000000000e+01,3.380000000000000000e+02,4.700000000000000000e+01,2.000000000000000000e+02,4.600000000000000000e+01,7.811799999999999855e+00
-1.181099999999999994e+02,3.385999999999999943e+01,3.600000000000000000e+01,2.750000000000000000e+03,4.870000000000000000e+02,1.386000000000000000e+03,4.580000000000000000e+02,4.990400000000000169e+00
-1.172199999999999989e+02,3.282000000000000028e+01,2.200000000000000000e+01,3.738000000000000000e+03,7.950000000000000000e+02,1.476000000000000000e+03,7.280000000000000000e+02,3.796300000000000008e+00
-1.182099999999999937e+02,3.409000000000000341e+01,3.900000000000000000e+01,1.287000000000000000e+03,3.530000000000000000e+02,1.171000000000000000e+03,3.450000000000000000e+02,1.611799999999999899e+00
-1.169699999999999989e+02,3.275999999999999801e+01,2.600000000000000000e+01,2.460000000000000000e+03,3.130000000000000000e+02,8.380000000000000000e+02,2.990000000000000000e+02,5.987800000000000011e+00
-1.175999999999999943e+02,3.342999999999999972e+01,2.100000000000000000e+01,3.951000000000000000e+03,5.620000000000000000e+02,1.392000000000000000e+03,5.430000000000000000e+02,5.143900000000000361e+00
-1.217999999999999972e+02,3.722999999999999687e+01,1.800000000000000000e+01,2.581000000000000000e+03,3.580000000000000000e+02,1.284000000000000000e+03,3.770000000000000000e+02,6.738500000000000156e+00
-1.180100000000000051e+02,3.377000000000000313e+01,3.200000000000000000e+01,1.771000000000000000e+03,2.960000000000000000e+02,9.950000000000000000e+02,2.720000000000000000e+02,5.836199999999999832e+00
-1.183100000000000023e+02,3.409000000000000341e+01,3.600000000000000000e+01,7.870000000000000000e+02,4.200000000000000000e+02,1.506000000000000000e+03,3.600000000000000000e+02,1.241200000000000081e+00
-1.222300000000000040e+02,3.775999999999999801e+01,5.200000000000000000e+01,1.316000000000000000e+03,1.770000000000000000e+02,3.780000000000000000e+02,1.620000000000000000e+02,5.291500000000000092e+00
-1.183599999999999994e+02,3.382999999999999829e+01,3.600000000000000000e+01,1.660000000000000000e+03,3.000000000000000000e+02,9.430000000000000000e+02,3.000000000000000000e+02,5.198400000000000354e+00
